57	173	1
57	181	4
57	289	1
57	352	1
57	429	1
57	463	1
57	626	2
57	702	1
57	730	4
57	737	3
57	767	1
57	773	2
57	790	1
57	921	3
57	981	1
57	1017	6
57	1223	2
57	1225	2
57	1271	3
57	1273	3
57	1279	1
57	1543	7
57	1639	1
57	1656	1
57	1857	1
57	1864	2
57	1974	1
57	1977	4
57	1994	4
57	2057	2
57	2117	2
57	2225	1
57	2269	1
57	2312	4
57	2491	1
57	2518	1
57	2576	2
57	2645	2
57	2720	2
57	2775	2
57	2785	4
57	2827	1
57	2914	3
57	2924	2
57	2989	1
57	3315	1
57	3546	1
67	85	2
67	126	1
67	133	1
67	164	1
67	181	1
67	244	4
67	352	2
67	429	1
67	626	1
67	634	1
67	730	1
67	750	2
67	773	3
67	1223	2
67	1271	1
67	1273	1
67	1307	3
67	1543	2
67	1656	1
67	1701	1
67	1922	1
67	1974	1
67	1977	1
67	1982	1
67	1994	5
67	2020	1
67	2057	3
67	2117	2
67	2141	3
67	2225	1
67	2365	1
67	2576	2
67	2645	5
67	2775	2
67	2780	1
67	2785	1
67	2826	1
67	2827	2
67	2835	1
67	2914	2
67	2989	1
67	3152	1
67	3177	2
67	3257	3
67	3315	3
85	110	1
85	181	3
85	244	1
85	352	3
85	626	3
85	702	9
85	730	4
85	773	4
85	790	1
85	921	1
85	1006	3
85	1223	4
85	1225	3
85	1271	1
85	1279	2
85	1389	2
85	1543	1
85	1656	2
85	1857	1
85	1922	2
85	1925	3
85	1974	3
85	1994	3
85	2057	1
85	2117	1
85	2720	2
85	2780	1
85	2785	1
85	2835	5
85	2914	3
85	3177	1
85	3315	5
110	133	2
110	167	1
110	626	1
110	634	2
110	702	3
110	737	1
110	773	4
110	790	1
110	921	8
110	1017	1
110	1140	1
110	1160	1
110	1223	1
110	1273	1
110	1543	5
110	1656	1
110	1922	2
110	1994	4
110	2057	2
110	2087	1
110	2141	1
110	2269	3
110	2312	1
110	2491	3
110	2576	1
110	2645	1
110	2785	1
110	2827	1
110	2924	1
110	3177	2
110	3315	2
110	3634	1
110	3635	1
126	133	4
126	167	1
126	228	1
126	289	1
126	323	1
126	432	3
126	750	3
126	1160	6
126	1263	1
126	1307	5
126	1543	2
126	1777	1
126	1925	2
126	1982	2
126	1994	1
126	2020	1
126	2087	2
126	2385	3
126	2491	1
126	2518	1
126	2645	4
126	2827	5
126	2830	1
126	2914	3
126	3152	1
126	3315	1
126	3635	4
133	164	2
133	167	5
133	173	2
133	289	6
133	300	5
133	352	1
133	365	2
133	407	2
133	429	3
133	432	4
133	634	3
133	730	1
133	750	15
133	773	3
133	790	1
133	900	2
133	910	2
133	921	2
133	942	1
133	1006	1
133	1160	11
133	1223	1
133	1273	1
133	1307	4
133	1516	1
133	1543	6
133	1639	1
133	1701	1
133	1777	3
133	1864	1
133	1922	1
133	1925	2
133	1974	1
133	1982	5
133	1994	5
133	2020	2
133	2057	3
133	2087	4
133	2117	1
133	2225	3
133	2269	1
133	2365	1
133	2385	10
133	2491	1
133	2509	1
133	2518	1
133	2645	8
133	2780	1
133	2785	2
133	2796	1
133	2826	1
133	2827	7
133	2830	3
133	2914	8
133	2924	1
133	3152	3
133	3177	1
133	3257	1
133	3315	2
133	3634	2
133	3635	8
164	167	5
164	181	2
164	289	1
164	323	2
164	429	5
164	463	1
164	634	2
164	648	4
164	750	3
164	767	1
164	773	1
164	790	1
164	900	4
164	910	3
164	917	1
164	942	2
164	1160	4
164	1223	3
164	1263	1
164	1273	4
164	1279	2
164	1307	1
164	1389	1
164	1543	5
164	1656	2
164	1701	1
164	1777	1
164	1864	1
164	1922	3
164	1925	2
164	1974	1
164	1982	4
164	1994	4
164	2057	3
164	2087	7
164	2112	1
164	2141	6
164	2385	1
164	2509	1
164	2576	1
164	2785	1
164	2827	3
164	2830	1
164	2914	1
164	2924	3
164	2989	1
164	3257	1
164	3315	5
164	3635	1
167	173	4
167	181	4
167	228	2
167	244	1
167	289	1
167	300	2
167	323	5
167	365	2
167	407	2
167	429	2
167	432	1
167	634	2
167	648	2
167	702	1
167	730	1
167	737	3
167	750	14
167	767	2
167	773	9
167	790	2
167	900	7
167	910	5
167	917	1
167	921	2
167	942	3
167	1017	2
167	1140	1
167	1160	16
167	1223	1
167	1263	3
167	1271	1
167	1273	3
167	1279	2
167	1307	1
167	1389	4
167	1516	2
167	1543	17
167	1639	1
167	1656	1
167	1701	1
167	1709	1
167	1777	1
167	1857	1
167	1922	9
167	1925	2
167	1974	2
167	1977	1
167	1982	1
167	1994	13
167	2020	3
167	2057	5
167	2087	4
167	2112	1
167	2141	4
167	2269	1
167	2365	5
167	2385	3
167	2491	2
167	2509	4
167	2518	4
167	2576	2
167	2645	3
167	2780	1
167	2785	3
167	2796	2
167	2826	1
167	2827	6
167	2830	2
167	2914	4
167	2924	2
167	2989	1
167	3152	6
167	3177	6
167	3257	2
167	3315	8
167	3634	1
167	3635	9
173	181	1
173	323	1
173	352	1
173	365	1
173	730	2
173	750	4
173	773	2
173	790	1
173	900	2
173	910	1
173	921	1
173	1017	1
173	1160	2
173	1271	1
173	1279	1
173	1543	4
173	1639	1
173	1922	1
173	1974	1
173	2057	1
173	2269	1
173	2365	1
173	2491	1
173	2509	2
173	2518	1
173	2576	2
173	2645	3
173	2775	2
173	2785	2
173	2796	2
173	2826	2
173	2827	1
173	2830	1
173	2914	2
173	2924	1
173	3152	1
173	3257	1
173	3635	3
181	228	2
181	244	1
181	289	1
181	300	1
181	352	4
181	365	1
181	407	1
181	429	2
181	432	1
181	463	4
181	626	1
181	702	3
181	730	10
181	737	5
181	750	3
181	767	3
181	773	5
181	790	4
181	900	1
181	921	4
181	981	2
181	1017	5
181	1160	1
181	1223	9
181	1225	4
181	1263	1
181	1271	5
181	1273	4
181	1279	12
181	1307	4
181	1389	3
181	1516	1
181	1543	19
181	1656	1
181	1709	3
181	1857	1
181	1864	6
181	1922	5
181	1925	2
181	1974	2
181	1977	6
181	1982	2
181	1994	5
181	2020	2
181	2057	4
181	2112	1
181	2117	3
181	2225	1
181	2269	2
181	2312	4
181	2491	2
181	2576	4
181	2645	5
181	2720	3
181	2775	2
181	2780	1
181	2785	4
181	2796	1
181	2835	4
181	2914	6
181	2924	3
181	2989	1
181	3177	2
181	3257	5
181	3315	4
181	3546	3
181	3634	1
181	3635	1
228	352	2
228	702	1
228	730	2
228	737	2
228	750	2
228	917	1
228	1017	4
228	1140	1
228	1160	3
228	1271	2
228	1279	3
228	1307	2
228	1389	1
228	1516	1
228	1543	3
228	1922	1
228	1925	1
228	1977	1
228	1982	2
228	1994	2
228	2312	2
228	2645	3
228	2720	1
228	2827	1
228	2830	1
228	2835	1
228	2914	2
228	2924	2
228	3152	1
228	3177	3
228	3546	3
228	3635	1
244	300	1
244	323	1
244	365	3
244	429	4
244	432	1
244	634	2
244	648	2
244	702	1
244	730	1
244	737	2
244	767	1
244	773	5
244	790	1
244	900	2
244	917	1
244	921	2
244	1017	1
244	1160	2
244	1223	4
244	1225	1
244	1271	4
244	1273	1
244	1307	1
244	1389	1
244	1543	6
244	1639	1
244	1656	1
244	1777	1
244	1857	1
244	1974	2
244	1977	1
244	1994	10
244	2020	1
244	2057	2
244	2112	2
244	2117	1
244	2141	2
244	2225	1
244	2251	1
244	2365	2
244	2491	1
244	2509	2
244	2645	5
244	2775	2
244	2780	1
244	2785	2
244	2826	2
244	2989	1
244	3177	3
244	3257	9
244	3315	2
289	300	2
289	365	1
289	407	1
289	432	1
289	463	1
289	730	1
289	737	2
289	750	9
289	921	1
289	942	1
289	1017	2
289	1160	7
289	1263	1
289	1271	1
289	1273	2
289	1279	1
289	1543	5
289	1656	1
289	1777	2
289	1857	1
289	1864	1
289	1922	1
289	1925	3
289	1974	1
289	1977	1
289	1982	2
289	1994	1
289	2020	1
289	2087	2
289	2225	2
289	2269	1
289	2312	2
289	2385	4
289	2509	1
289	2518	1
289	2645	3
289	2826	1
289	2827	4
289	2914	3
289	2924	1
289	3257	1
289	3635	3
300	323	1
300	407	3
300	429	2
300	634	1
300	737	1
300	750	10
300	900	1
300	1160	5
300	1263	3
300	1279	1
300	1307	1
300	1639	1
300	1701	4
300	1777	2
300	1994	7
300	2087	1
300	2117	1
300	2225	1
300	2385	7
300	2509	4
300	2645	1
300	2826	2
300	2827	6
300	2830	1
300	2914	4
300	2989	1
300	3152	2
300	3634	1
300	3635	2
323	432	2
323	648	2
323	730	1
323	737	1
323	750	8
323	773	2
323	900	3
323	910	3
323	942	2
323	1160	8
323	1307	2
323	1516	1
323	1543	2
323	1925	1
323	1974	1
323	1982	3
323	1994	3
323	2087	3
323	2645	1
323	2796	1
323	2826	1
323	2827	3
323	2830	1
323	2914	2
323	2924	5
323	2989	1
323	3152	1
323	3634	1
323	3635	3
352	429	1
352	463	2
352	626	4
352	702	6
352	730	6
352	750	2
352	767	2
352	773	2
352	790	1
352	917	1
352	921	1
352	981	2
352	1017	5
352	1140	1
352	1225	3
352	1271	3
352	1273	2
352	1279	2
352	1543	10
352	1656	2
352	1857	1
352	1864	2
352	1922	4
352	1925	2
352	1977	2
352	1994	6
352	2020	2
352	2057	4
352	2117	1
352	2312	5
352	2365	1
352	2491	2
352	2645	1
352	2720	3
352	2775	4
352	2780	1
352	2785	3
352	2827	2
352	2835	4
352	2914	2
