31	99	2
31	186	1
31	339	1
31	359	2
31	362	2
31	368	1
31	384	1
31	447	1
31	507	1
31	534	1
31	582	1
31	583	2
31	601	1
31	606	2
31	642	2
31	754	3
31	787	3
31	818	4
31	821	1
31	882	2
31	889	1
31	921	1
31	924	1
31	941	2
31	955	5
31	956	1
31	965	1
31	1029	2
31	1079	3
31	1099	1
31	1186	1
31	1285	1
31	1309	1
31	1313	4
31	1379	1
31	1383	1
31	1419	1
31	1648	1
38	90	1
38	93	3
38	99	1
38	186	1
38	224	2
38	359	2
38	362	1
38	368	2
38	379	1
38	393	2
38	403	2
38	415	1
38	435	1
38	441	1
38	558	4
38	583	1
38	605	1
38	656	1
38	691	1
38	702	1
38	715	2
38	754	1
38	787	1
38	814	1
38	818	1
38	821	1
38	824	1
38	921	1
38	922	1
38	924	1
38	948	1
38	955	2
38	1251	2
38	1285	1
38	1318	1
38	1338	1
38	1339	1
38	1342	1
38	1345	2
38	1379	3
38	1383	1
38	1478	1
38	1501	1
70	90	1
70	214	2
70	313	4
70	362	1
70	368	3
70	384	1
70	468	2
70	558	2
70	605	1
70	606	1
70	625	1
70	691	1
70	754	2
70	818	2
70	821	1
70	889	1
70	894	1
70	921	1
70	948	1
70	955	3
70	956	1
70	973	1
70	980	1
70	1000	2
70	1099	1
70	1309	1
70	1313	1
70	1338	2
70	1339	1
70	1379	1
70	1383	1
70	1478	1
70	1526	1
70	1554	1
70	1648	1
90	93	2
90	224	2
90	368	1
90	379	1
90	384	3
90	447	2
90	461	1
90	558	3
90	754	3
90	787	2
90	818	2
90	821	1
90	921	3
90	922	1
90	948	1
90	955	3
90	971	1
90	983	3
90	1072	2
90	1186	1
90	1309	3
90	1313	1
90	1322	1
90	1339	1
90	1379	2
90	1419	2
90	1478	2
90	1526	3
90	1648	1
93	99	3
93	112	1
93	186	1
93	359	2
93	362	2
93	368	10
93	384	1
93	393	2
93	434	3
93	435	1
93	447	4
93	485	2
93	507	1
93	534	1
93	549	2
93	558	7
93	582	1
93	594	1
93	605	1
93	642	1
93	656	4
93	702	1
93	754	3
93	787	4
93	814	1
93	818	4
93	821	1
93	889	1
93	894	3
93	941	1
93	948	2
93	955	7
93	983	1
93	1001	1
93	1079	1
93	1186	4
93	1189	1
93	1251	2
93	1305	1
93	1322	6
93	1338	2
93	1339	5
93	1345	1
93	1379	4
93	1383	1
93	1404	1
93	1419	2
93	1425	1
93	1478	1
93	1531	1
93	1554	1
93	1648	1
99	186	1
99	224	1
99	353	1
99	359	6
99	362	2
99	368	1
99	379	2
99	380	3
99	384	2
99	393	1
99	434	1
99	441	1
99	485	1
99	507	5
99	534	2
99	549	2
99	558	1
99	582	3
99	583	2
99	605	5
99	606	1
99	642	1
99	691	1
99	754	7
99	787	1
99	814	2
99	821	1
99	824	1
99	889	1
99	894	3
99	921	3
99	922	4
99	924	1
99	955	5
99	956	2
99	965	3
99	971	2
99	983	3
99	1013	1
99	1029	1
99	1072	2
99	1079	3
99	1099	2
99	1251	1
99	1285	2
99	1305	5
99	1309	2
99	1311	2
99	1313	3
99	1318	1
99	1322	1
99	1338	1
99	1345	1
99	1379	4
99	1383	4
99	1425	1
99	1478	1
99	1501	1
99	1526	3
99	1532	1
99	1537	1
112	339	1
112	359	2
112	384	1
112	403	1
112	435	1
112	558	1
112	582	2
112	583	2
112	594	2
112	605	1
112	702	1
112	715	1
112	754	1
112	814	2
112	889	1
112	921	1
112	922	1
112	924	1
112	955	1
112	1013	1
112	1099	1
112	1251	1
112	1285	1
112	1305	1
112	1318	2
112	1345	2
112	1379	2
112	1425	1
112	1532	1
186	224	1
186	339	1
186	353	1
186	359	4
186	362	2
186	379	1
186	384	1
186	393	1
186	441	1
186	461	1
186	507	3
186	534	2
186	549	3
186	583	2
186	605	1
186	606	2
186	642	3
186	691	1
186	754	3
186	818	1
186	824	2
186	882	2
186	889	1
186	894	1
186	921	2
186	955	2
186	956	3
186	965	1
186	971	1
186	983	1
186	1013	1
186	1029	2
186	1079	3
186	1189	3
186	1285	2
186	1305	2
186	1313	1
186	1339	1
186	1478	2
186	1501	2
186	1526	2
186	1532	1
214	224	1
214	313	2
214	362	2
214	368	6
214	384	1
214	415	1
214	435	1
214	447	2
214	558	2
214	715	1
214	754	1
214	787	1
214	818	2
214	889	1
214	924	1
214	941	1
214	955	1
214	983	1
214	1000	1
214	1001	2
