40	58	1
40	68	1
40	70	2
40	72	2
40	77	4
40	156	3
40	242	6
40	244	3
40	309	1
40	339	1
40	431	1
40	458	1
40	536	1
40	599	4
40	683	2
40	745	8
40	749	3
40	776	2
40	779	2
40	790	1
40	830	1
40	845	1
40	846	1
40	853	5
40	888	11
40	982	2
40	1009	3
40	1022	3
40	1129	2
40	1190	2
40	1192	1
40	1286	1
40	1321	4
40	1323	1
40	1325	6
40	1335	4
40	1379	1
40	1585	1
40	1629	1
40	1652	1
40	1661	2
40	1667	1
40	1751	6
40	1780	1
40	1788	2
40	1830	1
40	1836	3
40	1839	1
40	1854	4
40	1857	6
40	1860	4
40	1932	1
40	1943	5
40	2007	1
40	2008	1
40	2026	1
40	2146	12
40	2153	1
40	2219	1
40	2493	5
40	2497	1
58	68	1
58	70	1
58	77	3
58	97	1
58	145	1
58	148	1
58	156	1
58	183	5
58	309	2
58	334	2
58	425	1
58	431	1
58	458	1
58	526	1
58	678	1
58	726	1
58	745	6
58	756	1
58	779	1
58	790	1
58	830	1
58	853	4
58	888	1
58	1078	1
58	1129	1
58	1190	1
58	1192	3
58	1325	1
58	1335	2
58	1751	1
58	1839	2
58	1854	4
58	1857	5
58	1860	4
58	1943	1
58	2007	1
58	2026	2
58	2146	11
58	2254	1
58	2497	3
68	77	9
68	94	1
68	97	1
68	145	1
68	156	1
68	183	1
68	231	1
68	242	2
68	244	2
68	309	1
68	334	2
68	337	1
68	425	1
68	431	1
68	526	2
68	599	1
68	678	1
68	683	1
68	712	2
68	726	2
68	745	7
68	749	2
68	756	1
68	779	1
68	790	2
68	830	1
68	846	2
68	848	1
68	853	2
68	888	5
68	1009	1
68	1022	1
68	1078	1
68	1129	2
68	1190	2
68	1220	1
68	1323	1
68	1325	2
68	1335	7
68	1379	2
68	1382	1
68	1417	1
68	1585	5
68	1629	1
68	1661	4
68	1667	1
68	1751	3
68	1836	3
68	1839	1
68	1854	3
68	1857	5
68	1860	4
68	1943	4
68	2007	1
68	2008	1
68	2026	1
68	2047	1
68	2146	15
68	2153	3
68	2219	2
68	2254	1
68	2406	2
68	2493	1
68	2497	4
70	77	19
70	94	2
70	97	3
70	136	1
70	145	3
70	148	1
70	156	3
70	183	1
70	231	2
70	242	2
70	244	1
70	334	1
70	337	4
70	339	2
70	395	2
70	425	2
70	458	1
70	526	2
70	536	3
70	599	1
70	619	4
70	644	1
70	678	3
70	683	1
70	745	16
70	749	1
70	756	3
70	779	4
70	790	2
70	845	4
70	846	4
70	848	1
70	853	8
70	888	3
70	1009	1
70	1078	2
70	1129	4
70	1190	5
70	1192	3
70	1207	3
70	1220	3
70	1233	1
70	1286	2
70	1325	2
70	1335	4
70	1379	4
70	1382	2
70	1388	2
70	1507	1
70	1585	5
70	1661	5
70	1751	5
70	1780	1
70	1788	1
70	1839	5
70	1846	1
70	1854	6
70	1857	15
70	1860	14
70	1943	16
70	2007	1
70	2026	1
70	2047	1
70	2146	27
70	2153	2
70	2254	1
70	2493	7
70	2497	5
72	77	10
72	97	1
72	136	1
72	145	1
72	148	1
72	183	1
72	231	2
72	242	1
72	244	3
72	252	3
72	309	2
72	337	3
72	339	3
72	431	1
72	458	1
72	599	1
72	619	1
72	678	1
72	683	1
72	712	3
72	745	11
72	749	2
72	756	2
72	776	6
72	779	6
72	790	1
72	853	5
72	888	7
72	1078	1
72	1190	2
72	1233	1
72	1286	1
72	1323	2
72	1325	8
72	1335	2
72	1379	2
72	1382	1
72	1507	3
72	1585	10
72	1652	1
72	1661	4
72	1751	6
72	1857	9
72	1860	8
72	1943	8
72	2026	1
72	2047	1
72	2146	11
72	2149	4
72	2153	1
72	2254	1
72	2403	2
72	2406	1
72	2493	5
72	2497	3
77	94	4
77	97	11
77	136	1
77	145	8
77	148	2
77	156	2
77	183	2
77	231	3
77	242	5
77	244	13
77	252	1
77	334	5
77	339	5
77	395	2
77	425	3
77	431	5
77	458	2
77	526	3
77	536	3
77	599	2
77	619	3
77	678	3
77	683	3
77	712	4
77	745	36
77	749	8
77	756	4
77	776	5
77	779	9
77	790	4
77	830	1
77	845	3
77	846	5
77	848	3
77	853	13
77	888	14
77	982	1
77	1009	4
77	1022	1
77	1078	3
77	1129	8
77	1190	10
77	1192	2
77	1220	3
77	1233	3
77	1286	2
77	1321	1
77	1323	4
77	1325	16
77	1335	12
77	1379	6
77	1382	2
77	1388	5
77	1417	1
77	1507	8
77	1585	26
77	1629	3
77	1652	1
77	1661	8
77	1667	2
77	1751	8
77	1780	2
77	1830	2
77	1836	2
77	1839	5
77	1846	1
77	1854	10
77	1857	25
77	1860	26
77	1943	21
77	2007	1
77	2008	1
77	2026	4
77	2047	2
77	2146	54
77	2149	6
77	2153	2
77	2219	2
77	2254	3
77	2403	2
77	2493	11
77	2497	10
94	97	4
94	145	1
94	183	4
94	242	1
94	395	1
94	526	1
94	536	6
94	745	6
94	846	2
94	848	3
94	853	2
94	888	2
94	1022	1
94	1078	3
94	1220	1
94	1323	1
94	1325	2
94	1335	4
94	1388	6
94	1585	5
94	1661	2
94	1836	1
94	1839	3
94	1854	4
94	1857	4
94	1860	3
94	1932	2
94	1943	3
94	2047	3
94	2146	13
94	2153	1
94	2219	1
94	2493	1
94	2497	1
97	145	1
97	148	1
97	183	4
97	231	1
97	244	2
97	334	1
97	337	2
97	339	1
97	425	1
97	431	3
97	458	1
97	526	3
97	536	4
97	599	1
97	678	1
97	712	1
97	745	14
97	779	2
97	790	4
97	845	1
97	846	1
97	848	1
97	853	5
97	888	2
97	1009	1
97	1078	3
97	1129	2
97	1190	4
97	1233	2
97	1323	1
97	1325	4
97	1335	5
97	1379	3
97	1388	5
97	1507	1
97	1585	10
97	1629	2
97	1661	3
97	1751	5
97	1836	1
97	1839	2
97	1854	5
97	1857	10
97	1860	7
97	1932	1
97	1943	4
97	2008	1
97	2047	4
97	2146	21
97	2149	1
97	2153	2
97	2219	1
97	2254	2
97	2403	1
97	2497	3
108	136	6
108	156	2
108	231	1
108	242	2
108	244	1
108	425	1
108	431	1
108	458	1
108	536	1
108	683	4
108	726	1
108	745	2
108	756	1
108	779	1
108	790	1
108	830	1
108	853	2
108	888	4
108	1022	4
108	1129	2
108	1190	1
108	1192	5
