67	89
67	213
67	287
67	386
67	407
67	408
89	213
89	287
89	315
89	363
89	386
89	407
213	287
213	386
213	407
213	408
213	971
245	254
245	296
245	373
246	250
246	354
246	373
247	277
247	316
247	337
247	351
247	355
247	358
247	393
247	396
247	400
247	937
250	296
250	343
250	361
250	386
254	296
254	354
254	373
277	333
277	337
277	351
277	355
277	358
277	393
277	396
277	400
277	977
287	361
287	386
287	407
287	408
296	309
296	354
296	373
309	354
309	359
309	361
309	366
309	373
309	386
315	359
316	333
316	351
316	355
316	358
316	393
316	396
316	400
316	977
333	351
333	355
333	396
333	400
333	937
333	977
335	344
335	351
335	355
335	973
335	977
337	351
337	355
337	358
337	393
337	396
337	400
337	937
337	977
343	354
343	373
343	386
344	992
344	1005
344	1011
351	355
351	358
351	393
351	396
351	400
351	937
351	977
354	373
354	386
354	406
355	358
355	393
355	396
355	400
355	937
358	393
358	396
358	400
358	937
359	366
359	373
359	406
359	408
361	386
361	406
361	408
363	386
363	407
363	408
366	386
366	406
366	408
386	407
386	408
393	400
393	937
396	400
396	937
406	408
407	408
890	965
890	992
890	1001
890	1005
973	1001
973	1005
977	995
977	1011
992	1001
992	1005
992	1011
995	1011
1001	1005
1005	1011
